,file_name,iteration,actual_theta(degrees),calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,scale,scale_recovered
22,2RobotsFull_R2_res0.05.pgm,2,0,-0.0026248153187758893,520.2083333333334,528,62,48,sift,1.862016201019287,False,56.02935791015625,0.2,0.199813537304123
23,2RobotsFull_R2_res0.05.pgm,3,0,-0.0026248153187758893,520.2083333333334,528,62,48,sift,1.85914945602417,False,56.02935791015625,0.2,0.199813537304123
24,2RobotsFull_R2_res0.05.pgm,4,0,-0.0026248153187758893,520.2083333333334,528,62,48,sift,1.856031894683838,False,56.02935791015625,0.2,0.199813537304123
25,2RobotsFull_R2_res0.05.pgm,0,0,-0.0006701477707288528,580.1971830985915,528,92,71,sift,2.497603178024292,False,1.380156397819519,0.4,0.3997238255030276
26,2RobotsFull_R2_res0.05.pgm,1,0,-0.0006701477707288528,580.1971830985915,528,92,71,sift,2.5108392238616943,False,1.380156397819519,0.4,0.3997238255030276
27,2RobotsFull_R2_res0.05.pgm,2,0,-0.0006701477707288528,580.1971830985915,528,92,71,sift,2.4691364765167236,False,1.380156397819519,0.4,0.3997238255030276
28,2RobotsFull_R2_res0.05.pgm,3,0,-0.0006701477707288528,580.1971830985915,528,92,71,sift,2.4963104724884033,False,1.380156397819519,0.4,0.3997238255030276
29,2RobotsFull_R2_res0.05.pgm,4,0,-0.0006701477707288528,580.1971830985915,528,92,71,sift,2.4972281455993652,False,1.380156397819519,0.4,0.3997238255030276
30,2RobotsFull_R2_res0.05.pgm,0,0,0.007485992629887843,739.0512820512821,528,147,117,sift,3.496284246444702,True,0.2800564467906952,0.6,0.5998343591506295
31,2RobotsFull_R2_res0.05.pgm,1,0,0.007485992629887843,739.0512820512821,528,147,117,sift,3.49706768989563,True,0.2800564467906952,0.6,0.5998343591506295
