,FileNames,ransacReprojThreshold,combinations,calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,percentage_outliers,calculated_scale
223,Block_R2_res0.05.pgm_SouthWing_res0.05.pgm,7,27,96.48426915928783,1375.556074766355,460,470,214,sift,4.63469386100769,False,474.19708251953125,0.0,1.0150717786069958
224,2RobotsFull_R2_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,8,0,-42.45199949700242,1521.0655172413792,567,658,290,sift,7.550826549530029,False,619.0938720703125,0.7017543859649122,0.8063687678120914
225,2RobotsFull_R1_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,8,1,-5.880823133672332,1376.08038585209,658,694,311,sift,4.835835695266724,False,505.2550048828125,0.5882352941176471,0.9988200570178971
226,2RobotsFull_R1_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,8,2,-1.9001189851182783,1400.5060240963855,658,708,332,sift,5.772180080413818,False,512.0578002929688,0.0,1.0017624058899455
227,2RobotsFull_R1_res0.05.pgm_FuulPath_res0.05.pgm,8,3,-4.462759551040658,1410.5531135531135,658,657,273,sift,5.72373628616333,False,548.5128173828125,0.0,1.001956566193898
228,Block_R1_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,8,4,-8.756684067531165,1517.217741935484,334,658,248,sift,7.505521774291992,False,537.8439331054688,0.3225806451612903,1.0027073656115315
229,2RobotsFull_R1_res0.05.pgm_Block_R2_res0.05.pgm,8,5,-6.42898133642934,1408.5647058823529,658,460,255,sift,8.92095398902893,False,523.6631469726562,0.0,0.9990527656848498
230,SouthWing_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,8,6,-89.38632942390458,1447.3948339483395,470,658,271,sift,7.952289581298828,False,690.7166137695312,0.0,0.9966585943144981
231,2RobotsFull_R2_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,8,7,35.694569150356806,1321.8079470198675,567,694,302,sift,4.812675952911377,False,435.4923095703125,0.273224043715847,0.9997579577739513
232,2RobotsFull_R2_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,8,8,82.466542905883,1442.135646687697,567,708,317,sift,4.7799153327941895,False,523.3863525390625,0.0,0.23862107413535374
233,2RobotsFull_R2_res0.05.pgm_FuulPath_res0.05.pgm,8,9,36.67147746598684,1302.787456445993,567,657,287,sift,5.325014114379883,False,453.411376953125,0.0,0.9965325449565358
234,Block_R1_res0.05.pgm_2RobotsFull_R2_res0.05.pgm,8,10,-49.972219042266325,1368.0747663551401,334,567,214,sift,7.255337953567505,False,490.4812316894531,0.0,1.0026744800597134
235,2RobotsFull_R2_res0.05.pgm_Block_R2_res0.05.pgm,8,11,35.86491509865436,1369.8152610441766,567,460,249,sift,7.675655364990234,False,445.11187744140625,0.0,0.9939677197564198
236,2RobotsFull_R2_res0.05.pgm_SouthWing_res0.05.pgm,8,12,150.03969649172487,1405.00790513834,567,470,253,sift,4.831421852111816,False,552.3056640625,0.0,1.064079298243632
237,MiniOverlap_R1_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,8,13,-70.97424002215448,1445.7146739130435,694,708,368,sift,3.726693630218506,False,466.240478515625,0.0,0.9358205972524558
238,MiniOverlap_R1_res0.05.pgm_FuulPath_res0.05.pgm,8,14,1.5865212416448018,1317.0917159763314,694,657,338,sift,3.7528445720672607,False,547.53173828125,0.0,1.0022501904783472
239,MiniOverlap_R1_res0.05.pgm_Block_R1_res0.05.pgm,8,15,14.5762749737364,1186.1256281407036,694,334,199,sift,3.5599052906036377,False,312.2138366699219,1.0101010101010102,0.9991695227234312
240,MiniOverlap_R1_res0.05.pgm_Block_R2_res0.05.pgm,8,16,-0.5787791850155332,1303.3607142857143,694,460,280,sift,6.829172372817993,False,382.34075927734375,0.0,0.9989439233523012
241,MiniOverlap_R1_res0.05.pgm_SouthWing_res0.05.pgm,8,17,112.24420321329522,1403.1904761904761,694,470,273,sift,3.9099206924438477,False,467.2305603027344,0.0,1.0105345072371787
242,MiniOverlap_R2_res0.05.pgm_FuulPath_res0.05.pgm,8,18,-2.6454305264567632,1363.9932432432433,708,657,296,sift,3.7680704593658447,False,518.3722534179688,0.0,1.000432425295276
243,MiniOverlap_R2_res0.05.pgm_Block_R1_res0.05.pgm,8,19,102.51694248320408,1294.1884816753927,708,334,191,sift,3.5855789184570312,False,464.25787353515625,0.0,1.0311643022463286
244,MiniOverlap_R2_res0.05.pgm_Block_R2_res0.05.pgm,8,20,83.3517023066973,1433.0806451612902,708,460,248,sift,6.6225745677948,False,519.8534545898438,0.0,1.0391841000033735
245,MiniOverlap_R2_res0.05.pgm_SouthWing_res0.05.pgm,8,21,-179.13449746478648,1360.7340823970037,708,470,267,sift,3.554466962814331,False,452.3846740722656,0.0,0.9232617907063302
246,FuulPath_res0.05.pgm_Block_R1_res0.05.pgm,8,22,13.030469831649327,1176.4717948717948,657,334,195,sift,3.5106430053710938,False,427.56103515625,0.0,0.9990398369300822
247,FuulPath_res0.05.pgm_Block_R2_res0.05.pgm,8,23,-1.734465267532354,1376.8803088803088,657,460,259,sift,6.732090711593628,False,549.3758544921875,1.0600706713780919,0.9975891942072611
248,FuulPath_res0.05.pgm_SouthWing_res0.05.pgm,8,24,149.47861351101534,1445.0503875968993,657,470,258,sift,3.5436925888061523,False,586.8317260742188,0.0,1.0425884693109748
249,Block_R1_res0.05.pgm_Block_R2_res0.05.pgm,8,25,-15.19662988135907,1329.816037735849,334,460,212,sift,6.451598405838013,False,391.58966064453125,0.38314176245210724,1.0019379748642077
250,Block_R1_res0.05.pgm_SouthWing_res0.05.pgm,8,26,80.92250447484636,1459.6858638743456,334,470,191,sift,3.480755090713501,False,461.516357421875,0.0,1.009930589028853
251,Block_R2_res0.05.pgm_SouthWing_res0.05.pgm,8,27,96.24205354987963,1375.556074766355,460,470,214,sift,4.608707904815674,False,456.612548828125,0.0,1.0126745889747253
252,2RobotsFull_R2_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,9,0,-42.45199949700242,1521.0655172413792,567,658,290,sift,7.484419107437134,False,619.0938720703125,0.7017543859649122,0.8063687678120914
253,2RobotsFull_R1_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,9,1,-5.724438739985394,1376.08038585209,658,694,311,sift,4.7507688999176025,False,503.6283264160156,0.5934718100890208,0.9974960879254077
